3500,1500,777.93,2000,8.96,0.6,0.82,0.96,17.99,0.295,0.26
3500,1500,1138.45,2000,18.78,1.01,0.95,0.15,21.65,0.882,0.2
3500,1500,863.54,2000,18.3,0.48,1.02,0.72,19.51,0.232,1.07
3500,1500,507.83,2000,13.13,0.95,1.05,0.16,25.98,0.17,0.64
3500,1500,717.09,2000,25.27,0.64,0.12,0.49,25.53,0.125,0.16
3500,1500,1058.25,2000,20.5,0.97,0.19,0.83,18.24,0.775,1.02
3500,1500,887.59,2000,10.15,0.44,0.56,0.18,15.14,0.895,0.75
3500,1500,781.21,2000,19.1,0.77,0.76,0.25,24.64,0.567,0.24
3500,1500,1135.57,2000,5.88,0.08,0.11,0.27,22.65,0.483,0.32
3500,1500,921.07,2000,13.45,0.96,0.25,0.8,17.29,0.581,0.95
3500,1500,1076.33,2000,16.55,0.84,0.53,1,20.23,0.967,1.04
3500,1500,910.4,2000,22.73,0.28,0.31,0.36,24.63,0.278,0.24
3500,1500,596.22,2000,8.07,0.84,0.67,0.27,24.49,0.294,0.84
3500,1500,1146.6,2000,9.88,0.42,1.1,0.23,20.98,0.552,1.07
3500,1500,1167.8,2000,18.71,0.32,1,0.83,23.36,0.422,1.05
3500,1500,566.1,2000,17.06,0.5,0.7,0.86,15.68,0.454,0.28
3500,1500,514.39,2000,20.5,0.63,0.32,0.15,23.94,0.955,0.34
3500,1500,1025.23,2000,17.05,0.23,1.05,0.4,17.96,0.41,0.69
3500,1500,881.6,2000,14.61,0.07,0.45,0.22,17.15,0.016,0.87
3500,1500,1129.2,2000,17.82,0.09,0.26,0.31,20.1,0.995,0.38
3500,1500,978.56,2000,5.21,0.74,0.42,0.34,22.82,0.909,0.91
3500,1500,820.86,2000,18.52,0.38,0.9,0.78,19.2,0.399,0.15
3500,1500,656.92,2000,25.03,0.69,0.52,0.13,18.75,0.365,0.32
3500,1500,900,2000,21.47,0.23,0.4,0.61,17.76,0.071,0.24
3500,1500,538.35,2000,19.99,0.5,0.79,0.37,25.37,0.337,0.46
3500,1500,979.25,2000,16.55,0.95,0.6,0.33,15.4,0.727,0.53
3500,1500,994.43,2000,20.34,0.55,1.09,0.91,20.66,0.276,1.09
3500,1500,992.93,2000,19.75,0.39,0.3,0.27,18.88,0.508,0.88
3500,1500,1151.07,2000,16.77,1.02,0.2,0.79,22.6,0.939,0.74
3500,1500,538.38,2000,9.43,0.15,0.74,0.18,17.74,0.224,0.53
3500,1500,1081.93,2000,8.36,0.35,0.13,0.73,25.5,0.3,0.81
3500,1500,683.96,2000,18.28,0.67,0.44,0.18,15.32,0.658,0.53
3500,1500,625.47,2000,8.06,0.6,0.97,0.73,16.44,0.232,0.46
3500,1500,696.61,2000,9.71,0.37,0.4,0.84,24.94,0.421,1.06
3500,1500,672.07,2000,22.6,0.53,0.6,0.21,20.11,0.576,0.54
3500,1500,756.14,2000,7.3,0.53,0.38,0.14,25.81,0.459,0.89
3500,1500,1184.25,2000,15.81,0.17,0.48,0.42,19.98,0.987,0.5
3500,1500,804.04,2000,9.32,0.39,0.76,1.01,25.06,0.675,0.36
3500,1500,655.42,2000,10.64,0.57,0.3,0.63,15.78,0.712,0.23
3500,1500,710.49,2000,9.18,0.18,0.46,0.08,19.87,0.686,0.2
3500,1500,893.63,2000,7.08,0.21,0.61,0.4,21.54,0.132,0.4
3500,1500,665.04,2000,7.07,0.31,0.55,0.62,19.33,0.006,0.17
3500,1500,579.85,2000,7.71,0.99,0.49,0.17,17.11,0.718,1.1
3500,1500,1007.51,2000,20.98,0.08,0.98,0.06,21.54,0.341,0.72
3500,1500,599.92,2000,11.53,0.44,0.51,0.92,17.19,0.882,0.98
3500,1500,1182.95,2000,16.73,0.31,0.91,0.83,18.33,0.117,0.14
3500,1500,605.77,2000,23.26,0.75,0.9,0.16,22.18,0.25,0.93
3500,1500,892.95,2000,5.17,0.8,0.99,0.61,17.98,0.077,0.97
3500,1500,739.61,2000,9,0.41,0.17,0.54,19.6,0.468,0.79
3500,1500,768.55,2000,19.07,0.49,0.66,0.31,17.5,0.105,0.26
3500,1500,1129.83,2000,17.35,0.93,0.96,0.38,17.16,0.358,0.6
3500,1500,1008.65,2000,19.13,0.28,0.27,0.2,23.13,0.646,0.97
3500,1500,759.94,2000,17.64,0.53,0.72,0.72,18.88,0.298,0.26
3500,1500,1134.26,2000,17.46,0.48,0.11,0.87,18.77,0.081,0.73
3500,1500,864.61,2000,12.7,0.78,0.96,0.24,15.34,0.112,0.54
3500,1500,1161.12,2000,8.42,0.46,0.21,0.37,20.14,0.656,0.51
3500,1500,1099.82,2000,11.46,0.37,0.51,0.76,19.61,0.906,0.55
3500,1500,841.09,2000,13.87,0.62,0.26,0.74,20.96,0.875,0.62
3500,1500,1192.04,2000,25.68,0.18,0.51,0.28,23.86,0.539,0.33
3500,1500,892.36,2000,24.12,0.95,0.48,0.84,15.6,0.817,0.11
3500,1500,755.66,2000,17.33,0.78,0.38,0.08,16.03,0.822,0.97
3500,1500,824.44,2000,15.11,0.36,0.97,0.65,19.03,0.927,0.22
3500,1500,826.46,2000,16.66,0.45,0.94,0.37,20.97,0.224,0.17
3500,1500,736.45,2000,6.43,0.16,0.15,1.04,20.26,0.24,1.03
3500,1500,938.45,2000,14.61,0.44,0.9,1.01,20.31,0.184,0.22
3500,1500,834.77,2000,24.07,0.87,0.52,0.64,19.63,0.249,0.68
3500,1500,520.03,2000,6.12,0.44,0.77,1.01,15.03,0.316,0.44
3500,1500,730.21,2000,9.82,0.16,0.87,0.2,20.54,0.454,0.35
3500,1500,949.26,2000,5.55,0.46,0.59,0.61,23.54,0.657,0.44
3500,1500,882.75,2000,25.58,0.62,0.2,0.8,19.14,0.175,0.9
3500,1500,1091.6,2000,12.67,0.5,0.24,0.27,21.86,0.85,0.74
3500,1500,1025.95,2000,6.75,0.43,0.32,0.36,19.44,0.05,0.42
3500,1500,969.07,2000,11.99,0.67,1.05,0.16,23.99,0.888,0.36
3500,1500,684.41,2000,24.91,0.24,0.31,0.72,21.18,0.93,0.85
3500,1500,605.28,2000,5.15,1.01,1.01,0.54,25.96,0.923,0.83
3500,1500,689.17,2000,21.28,0.95,0.71,0.59,19.21,0.297,0.31
3500,1500,790.81,2000,17.72,0.56,0.57,0.48,18.6,0.755,0.63
3500,1500,895.95,2000,24.08,0.75,0.16,0.43,19.37,0.152,0.45
3500,1500,641.46,2000,20.4,0.43,1.04,0.08,22.31,0.318,0.47
3500,1500,1023.22,2000,6.13,0.37,0.8,0.11,25.8,0.646,1.09
3500,1500,657.2,2000,20.89,0.82,0.59,0.05,21.57,0.684,0.3
3500,1500,585.58,2000,6.74,0.1,0.95,0.63,22.7,0.112,0.1
3500,1500,1098.1,2000,6.4,0.23,0.89,0.16,23.28,0.464,0.39
3500,1500,679.3,2000,5.62,0.81,0.69,1.03,23.2,0.447,1.05
3500,1500,1021.78,2000,15.65,0.7,0.27,0.13,17.54,0.529,1.09
3500,1500,1155.27,2000,11.93,0.69,0.36,1,15.87,0.505,0.52
3500,1500,1009.28,2000,18.6,0.4,1.04,0.57,15.48,0.051,0.29
3500,1500,1169.88,2000,5.87,0.66,0.45,0.62,24.26,0.041,0.45
3500,1500,755.38,2000,23.1,0.58,1.01,0.94,19.02,0.464,0.34
3500,1500,918.99,2000,20.2,0.71,0.51,0.14,25.6,0.135,0.14
3500,1500,773.14,2000,7.39,0.12,0.67,0.32,17.01,0.022,0.28
3500,1500,571.01,2000,9.08,0.23,0.22,0.95,19.16,0.477,0.76
3500,1500,979.85,2000,23.99,0.84,0.66,0.18,24.4,0.647,0.66
3500,1500,542.7,2000,15.65,0.94,0.3,0.4,21.53,0.016,1.04
3500,1500,1193.73,2000,7.06,0.25,0.42,0.24,15.23,0.364,0.71
3500,1500,701.45,2000,16.18,0.91,0.39,0.26,25.03,0.419,0.53
3500,1500,809.91,2000,14.11,0.94,0.13,0.87,23.89,0.97,0.95
3500,1500,1082.39,2000,22.51,0.88,0.51,0.6,24.59,0.398,1.06
3500,1500,606.12,2000,8.85,0.41,0.14,0.24,17.75,0.683,1.05
3500,1500,1076.67,2000,16.58,0.42,0.95,0.66,15.01,0.104,0.51
3500,1500,1142.79,2000,13.24,0.47,0.79,0.69,19.94,0.867,1.04
3500,1500,1186.94,2000,16.77,0.92,0.84,0.07,16,0.748,0.85
3500,1500,655.69,2000,19.74,0.8,0.14,0.82,17.15,0.792,0.63
3500,1500,1034.52,2000,7.87,0.23,0.47,0.74,23.01,0.14,0.4
3500,1500,949.75,2000,23.9,0.95,0.48,0.07,20.93,1.001,0.77
3500,1500,1091.78,2000,5.15,0.73,0.32,0.33,17.72,0.785,0.9
3500,1500,801.14,2000,5.77,0.77,0.32,1.04,19.39,0.216,0.62
3500,1500,538.56,2000,20.7,0.69,1.05,0.28,18.17,0.356,0.5
3500,1500,1044.41,2000,12.35,0.62,0.61,0.55,18.97,0.98,1.09
3500,1500,546.91,2000,19.27,0.42,0.78,0.26,19.16,0.504,0.75
3500,1500,588.31,2000,8.86,0.54,0.98,0.54,18.31,0.26,0.81
3500,1500,1149.69,2000,18.85,0.17,0.28,0.8,18.85,0.224,1.02
3500,1500,877.51,2000,7.16,0.84,0.13,0.11,23.44,0.236,0.67
3500,1500,1183.28,2000,8.89,0.5,0.58,0.82,19.15,0.222,0.19
3500,1500,855.85,2000,17.22,0.75,0.96,0.43,17.96,0.714,0.65
3500,1500,877.04,2000,5.76,0.15,0.11,0.34,22.48,0.199,0.18
3500,1500,1052.83,2000,21.97,0.17,0.91,0.61,25.27,0.532,0.97
3500,1500,1030.98,2000,14.3,1.01,0.84,0.96,25.03,0.707,0.76
3500,1500,818.52,2000,12.27,0.54,0.65,0.51,15.05,0.867,0.86
3500,1500,1023.24,2000,9.27,0.22,0.26,0.32,24.27,0.778,0.79
3500,1500,538.08,2000,14.89,0.26,0.44,0.6,23.35,0.928,0.84
3500,1500,520.89,2000,16.92,0.68,1.05,0.54,18.45,0.546,1.08
3500,1500,989.38,2000,6.42,0.09,0.28,0.23,24.71,0.279,0.11
3500,1500,891,2000,18.38,0.81,0.72,0.69,17.73,0.709,0.82
3500,1500,917.76,2000,14.91,0.15,0.68,0.14,22.7,0.987,0.97
3500,1500,1181.18,2000,7.38,1.01,0.57,0.73,15.84,0.231,0.28
3500,1500,849.59,2000,7.1,0.43,0.95,1.03,15.98,0.917,0.14
3500,1500,1004.23,2000,14.48,0.44,0.17,0.4,19.43,0.209,0.89
3500,1500,1191.98,2000,21.73,1,0.93,0.73,21.53,0.927,0.83
3500,1500,906.28,2000,21.82,1.04,0.17,0.47,19.36,0.767,0.32
3500,1500,519.57,2000,10.02,0.54,0.16,0.46,25.08,0.692,0.12
3500,1500,1126.71,2000,22.89,0.24,0.97,0.96,20.89,0.307,0.24
3500,1500,911.16,2000,23.67,0.77,0.54,0.24,21.07,0.853,0.88
3500,1500,1052.46,2000,19.37,0.65,0.14,0.6,25.01,0.321,0.23
3500,1500,529.91,2000,18.97,0.83,0.74,0.39,19.38,0.343,1.07
3500,1500,659,2000,24.3,0.55,1.09,0.24,23.74,0.442,0.57
3500,1500,584.2,2000,16.46,0.15,0.96,0.89,19.28,0.532,1.06
3500,1500,825.65,2000,7.4,0.85,1.01,0.38,19.11,0.813,0.79
3500,1500,962.21,2000,6.38,0.11,0.38,0.52,17.66,0.07,0.66
3500,1500,974.8,2000,16.83,0.61,0.33,0.28,17.69,0.831,0.72
3500,1500,1044.31,2000,21.45,0.51,0.14,1.01,23.33,0.022,0.41
3500,1500,537.34,2000,18.55,0.64,0.12,0.85,23.41,0.083,0.41
3500,1500,1138.39,2000,17.28,0.38,0.72,0.44,15.56,0.816,0.19
3500,1500,1152.71,2000,6.09,0.12,0.46,0.43,20.58,0.272,0.74
3500,1500,1091.97,2000,14.19,0.63,0.99,0.45,25.48,0.828,0.53
3500,1500,914.92,2000,9.78,0.07,0.4,0.62,16.37,0.282,0.88
3500,1500,726.94,2000,24.21,0.2,0.95,0.75,23.12,0.503,0.36
3500,1500,779.82,2000,18.38,0.58,0.73,0.43,19.37,0.737,1.04
3500,1500,886.11,2000,22.48,0.16,0.45,0.65,16.61,0.617,0.57
3500,1500,1078.28,2000,10.88,0.86,1.03,0.34,15.05,0.829,0.48
3500,1500,580.21,2000,13.72,0.99,0.93,0.72,24.13,0.07,1
3500,1500,990.78,2000,15.62,0.19,0.48,0.64,22.04,0.204,0.14
3500,1500,1034.52,2000,6.76,0.74,0.13,1.01,18.77,0.262,0.46
3500,1500,549.68,2000,6.4,0.47,0.39,0.06,16.09,0.345,0.3
3500,1500,1023.61,2000,13,0.68,0.36,0.35,23.51,0.99,0.83
3500,1500,1048.72,2000,12.97,0.05,0.12,0.75,18.83,0.861,0.66
3500,1500,747.1,2000,22.44,0.34,0.37,0.8,16.2,0.752,0.17
3500,1500,767.23,2000,23.24,0.5,0.7,0.71,24.13,0.821,0.77
3500,1500,579.39,2000,19.25,0.2,0.15,0.71,20.69,0.629,0.44
3500,1500,715.21,2000,18.06,0.27,0.45,0.13,25.66,0.56,0.25
3500,1500,610.51,2000,7.67,0.24,0.69,0.66,23.41,0.998,1.1
3500,1500,1099.54,2000,24.65,0.08,1.07,0.54,19.34,0.066,0.33
3500,1500,1062.35,2000,18.47,0.49,0.31,0.6,21.51,0.288,0.5
3500,1500,696.18,2000,23.4,1.05,0.37,0.94,21.99,0.66,0.58
3500,1500,555.64,2000,23.24,0.26,0.36,0.55,16.62,0.595,0.75
3500,1500,829.65,2000,14.52,0.36,0.4,0.91,19.59,0.891,0.63
3500,1500,886.26,2000,20.5,0.95,0.36,0.11,23.87,0.455,0.46
3500,1500,649.35,2000,22.84,0.49,0.11,0.56,22.25,0.019,0.48
3500,1500,564.21,2000,13.12,0.56,0.58,0.92,24.42,0.29,0.76
3500,1500,711.85,2000,24.32,0.3,0.33,0.26,21.3,0.347,0.76
3500,1500,679.41,2000,17.97,0.77,0.64,0.44,22.24,0.57,0.46
3500,1500,548.61,2000,12.37,0.99,0.25,0.45,18.07,0.783,0.47
3500,1500,628.83,2000,21.59,0.53,0.99,0.15,15.82,0.134,1.08
3500,1500,1164.83,2000,9.96,0.31,0.89,0.73,16.06,0.513,0.11
3500,1500,812.48,2000,10.19,0.25,0.79,0.38,23.07,0.6,0.94
3500,1500,1200.38,2000,24.52,0.77,0.99,0.54,16.56,0.031,0.26
3500,1500,577.53,2000,15.5,0.1,0.55,0.14,17.22,0.386,0.19
3500,1500,966.4,2000,17.78,0.47,0.65,0.81,19.91,0.419,0.85
3500,1500,1102.6,2000,7.47,0.54,0.38,0.65,16.19,0.825,0.42
3500,1500,840.62,2000,19.68,0.09,0.13,0.31,20.32,0.651,0.88
3500,1500,976.71,2000,17.27,0.47,0.77,0.54,16.32,0.506,0.7
3500,1500,1024.58,2000,14.27,0.23,1.1,0.5,15.01,0.877,1.06
3500,1500,942.91,2000,20.12,0.73,1.04,0.23,22.46,0.678,1.01
