18,26,10
62250,0,6221,7,3,4,523.31,3707.38,1708.25,3941.38,13.56
98386,1,3907,8,17,3,318.45,4808.73,293.64,648.34,10.15
91654,0,7573,8,1,1,247.93,1777.41,598.84,4087.86,2.42
74711,1,1468,15,22,7,68.28,5418.63,83.4,4241.12,3.94
63216,1,8689,12,15,8,584.19,650.66,1159.73,2454.91,17.94
30065,1,1519,13,8,9,540.57,6913.82,759.48,2288.98,18.29
98416,1,2930,11,11,6,720.89,5254.19,1135.56,2000.63,19.45
74687,0,5005,16,14,1,954.06,617.35,167.77,3994.54,6.4
16634,0,7035,6,1,2,260.16,3568.16,296.39,91.13,1.57
81445,0,4660,5,9,6,464.26,2865.63,760.28,4515.56,15.79
11048,0,8806,7,19,5,701.8,2691.06,1148.68,389.54,13.75
87728,1,3814,13,19,4,219.5,6419.53,677.65,2178.77,11.49
67069,0,2240,1,15,6,994.65,2526.06,679.1,101.6,2.34
55156,1,4465,1,9,7,516.08,2453.07,1794.94,2001.7,14.53
12377,0,5234,14,2,3,293.07,3210.59,1157.9,4417.9,2.22
55269,1,4288,14,0,1,974.29,3293.13,492.06,914.87,7.77
91255,0,1658,15,2,2,3.92,6844.96,597.24,4523.26,7.2
16911,0,5646,10,22,2,800.75,3379.79,1748.96,3226.73,7.11
94137,1,6053,8,8,5,168.28,4022.3,1597.17,329.71,20.13
52939,1,2371,5,3,0,240.24,4433.48,809.37,1930.19,9.18
18049,1,2491,7,22,7,376.35,6870.1,1713.51,48.65,18.32
60555,0,7439,0,15,4,244.11,60.67,1954.93,1420.96,5.71
98372,1,7970,14,19,4,839.42,4540.19,500.53,30.08,2.1
39611,0,3406,14,23,9,459.85,6557.18,449.93,2663.57,10.97
11238,1,4890,4,15,2,986.41,5971.06,149.06,4528.33,10.84
12770,0,4340,8,25,7,423.58,3791.74,641.58,248.6,3.16
12614,0,5804,4,19,2,515.07,5475.64,1119.17,3092.51,19.72
50884,1,9982,12,2,8,572.8,4677.37,1212.93,4011.81,15.4
57020,0,6763,9,19,2,751.41,5224.18,211.16,889.66,16.96
69244,1,6329,2,9,7,138.61,1050.42,1839.51,4420.34,2.25
60726,1,6776,2,13,3,902.62,6796.2,781.69,1922.64,15.5
28367,0,8054,12,1,3,977.3,1947.51,1066.31,1023.38,1.85
15584,1,6109,9,5,7,518.05,3099.37,1434.75,4139.17,10.07
34655,0,2277,10,13,2,631.66,3496.09,361.99,3077.7,13.78
99823,0,4804,4,1,7,540.1,1764.85,439.44,4541.96,10.44
13574,0,6273,14,25,0,866.96,3212.81,591.43,1504.22,6.65
87331,0,9464,7,7,4,745.13,1803.27,1717.09,1377.88,6.46
83114,1,2235,11,17,2,710.79,4350.35,451.9,4804.74,1.44
93261,0,7883,2,7,0,486.57,6372.81,1088.88,1147.93,1.63
69773,0,2418,15,8,4,524.98,5549.37,386.96,3494.08,17.97
73025,1,9784,11,10,3,587.24,1966.55,1077.67,467.9,16.78
82916,1,8328,8,0,2,650.04,3101,117.24,1024.15,5.82
11772,0,9765,7,23,6,326.79,6893.36,1788.1,1621.31,4.22
77350,1,4086,3,13,5,348.95,1751.07,1318.65,207.77,19.1
92754,1,4561,14,25,6,128.75,4052.84,1288.09,4460.5,20.96
29243,0,2437,8,8,7,700.82,2638.78,1119.19,2374.8,16.3
86913,0,3228,5,22,4,832.12,4919.86,1202.7,686.95,4.74
17929,0,7161,15,24,9,707.71,2889.36,1889.86,3853.76,12.6
23266,1,5917,16,3,9,393.28,3273.63,1147.04,902.17,8.14
43144,1,3716,13,13,7,598.46,6991.5,1917.98,3651.43,16.74
95822,1,6146,4,7,5,358.45,6772.02,993.11,1082,11.95
78495,1,7986,3,1,6,881.57,5879.9,610.82,2173.95,16.43
98861,0,2803,9,11,7,184.33,540.68,857.87,3352.04,14.81
71456,1,6731,7,22,5,199.09,2953.8,1079.16,498.25,9.48
61997,0,6343,1,19,9,477.72,6350.56,889.86,3133.25,2.55
90408,1,2958,4,10,9,403.5,1383.5,501.72,4318.09,18.57
33482,0,2685,17,4,2,478.25,2230.46,1049.28,2580.01,1.47
93280,1,4294,8,1,0,403.6,5990.29,1640.08,1975.24,3.76
55340,0,6985,8,10,0,683.49,5955.15,465.71,870.65,3.8
16841,1,4317,7,25,9,583.04,5214.01,617.68,2274.17,14.4
82064,1,7964,6,20,2,925.22,308.79,729.72,4750.75,6.93
36982,0,6513,4,11,0,619.25,12.13,469.04,4968.76,8.51
81706,0,5557,7,16,2,225.36,3660.64,522.24,2550.43,7.66
43329,1,9256,13,5,3,908.06,4866.67,744.94,1908.92,6.6
69493,0,1112,17,1,0,929.07,2290.62,460.44,233.96,19.13
82805,0,4049,14,16,2,860.06,6952.77,1838.66,779.14,14.64
49358,1,4146,3,11,9,248.05,362.74,740.81,4431.18,20.02
14077,1,3400,16,7,5,495.1,2607.69,488.48,2677.83,9.9
62356,1,4508,7,25,0,720.83,2841.8,1841.67,3752.14,3.82
45165,1,8400,8,4,0,668.79,205.55,683.24,2443.2,17.63
34733,1,2124,1,10,0,97.55,4363.81,622.91,2151.02,8.54
80145,1,3669,1,25,9,692.3,1740.71,328.18,386.61,14.06
38560,0,3005,4,3,1,959.55,1303.24,286.47,4588.53,2.09
20404,1,7608,10,2,7,224.96,1749.31,1328.23,3671.49,16.97
81052,1,6894,0,21,3,286.86,2009.54,1621.42,4917.5,16.04
93120,0,3675,16,19,4,310.21,3828.65,316.25,3729.69,16.29
75429,1,7088,2,9,8,541.7,5809.25,1665.38,1234.52,9.26
75736,0,2419,17,4,7,96.31,3728.05,1445.89,4747.63,8.6
90161,1,4999,14,9,9,361.18,3664.1,145.72,2562.71,4.42
10390,1,4081,2,18,7,679.3,5426.37,1259.87,4414.35,9.22
40639,0,4741,12,1,1,464.85,3093.94,520.54,291.02,17.34
95007,0,9826,9,13,1,125.01,3624.57,1346.43,3209.46,9.69
39394,0,3799,17,4,0,395.92,6020.16,1558.23,2719.08,5.79
73223,0,1837,14,3,5,831.37,6080.48,572.33,2830.99,15.56
25397,0,3222,0,23,0,819.44,4935.72,1235.95,4785.01,16.34
50109,0,4049,6,21,7,310.55,6735.29,1220.74,2547.52,9.67
34035,1,7753,10,7,5,252.46,5746.02,17.46,2492.52,6.64
96229,0,6615,14,3,3,949.09,2560.63,1058.37,3614.74,12.17
78632,0,7167,13,9,0,458.71,1147.66,1213.2,2814.28,1.38
17267,0,1875,1,9,4,998.2,1155.58,161.54,4552.13,5.43
42340,1,3096,5,11,3,741.47,1684.08,1428.03,3843.39,9.68
56421,1,9780,16,11,4,669,5444.48,1344.55,4903.84,10.05
93620,1,1697,7,14,7,160.92,5751.89,1438.1,1536.68,7.15
93086,1,7839,7,17,8,985.63,5630.69,583.54,3888.22,8.17
30122,0,7069,15,25,2,836.25,4043.53,1714.67,1158.49,20.1
53907,0,4008,12,7,0,99.28,1892.65,1865.97,375.93,8.83
98078,0,8391,13,18,7,50.3,6896.42,1656.57,4302.47,16.98
22585,0,1214,12,11,3,177.48,3635.53,774.63,773.24,14.72
37496,0,5844,2,17,5,745.7,5128.22,951.84,1749.99,6.17
89077,0,5160,13,2,0,389.7,230.15,225.75,4677.67,17.55
95074,1,8568,15,24,0,131.67,3473.05,1995.91,2504.96,1.07
20815,0,2902,6,16,6,682.23,6515.39,1395.44,4277.24,14.1
58402,1,5661,2,16,4,821.18,2740.59,1699.27,2058.71,7.06
72418,1,7653,9,22,9,834.71,173.97,1683.6,3051.04,9.71
